DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1993-0434-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Oklahoma, Wisconsin, Illinois, Indiana, Ohio, Pennsylvania, New Jersey, Connecticut, New York",,,No,No,No,,,Kph,,,,1993,6,7,1993,6,9,3,,,,,,,220000,445693,,,49.36133216,,2006-01-25,2023-09-25
1993-0435-USA,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Ohio, Pennsylvania",,,No,No,No,,,Kph,,,,1993,7,28,1993,7,28,,,,,,,,45000,91164,,,49.36133216,,2003-07-01,2023-09-25
1993-0436-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,Pueblo (Colorado),,,No,No,No,,,Kph,,,,1993,8,4,1993,8,4,,,,,,,,45000,91164,,,49.36133216,,2003-07-01,2023-09-25
1993-0437-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Kansas, Missouri",,,No,No,No,,200,Kph,,,,1993,9,21,1993,9,21,,,,,,,,35000,70906,,,49.36133216,,2003-07-01,2023-09-25
1993-0438-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Brownwood, San Angelo, Del Rio (Texas)",,,No,No,No,,,Kph,,,,1993,10,12,1993,10,12,,,,,,,,30000,60776,,,49.36133216,,2003-07-01,2023-09-25
1993-0440-USA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"San Diego, Laguna Beach, Malibu, Los Angeles, Orange (California)",,,No,No,No,,870,Km2,,,,1993,10,27,1993,11,3,3,130,,,130,,,,,1000000,2025877,49.36133216,,2006-01-13,2023-09-25
1994-0019-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Georgia, Alabama, Texas, Louisiana, Mississippi, Arkansas, Tennessee,South Carolina, North Carolina",,,No,No,No,,,Kph,,,,1994,3,26,1994,3,26,44,350,,,350,,,245000,483727,,,50.64840266,,2003-07-01,2023-09-25
1994-0023-USA,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"New York, Washington, New Jersey, Pennsylvannia, Illinois, Ohio, Virginia, Tennessee, Kentucky, North and South Carolina, Connecticut",,Cold wave,No,No,Yes,,,Kph,,,,1994,1,14,1994,1,20,69,,,,,,,175000,345519,,,50.64840266,,2008-04-07,2023-09-25
1994-0045-USA,Yes,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,USA,United States of America,Northern America,Americas,Malibu (California),,,No,No,No,,,,,,,1994,2,20,1994,2,20,,,125,,125,,,,,,,50.64840266,,2003-07-01,2023-09-25
1994-0100-USA,Yes,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Texas, Missouri, Kentucky",,,No,No,No,,,Kph,,,,1994,4,15,1994,4,15,3,,,1000,1000,,,70000,138208,,,50.64840266,,2003-07-01,2023-09-25
1994-0106-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Colorado, Kansas, Nebraska, Iowa, South Dakota, illinois, Indiana, Minnesota",,,No,No,No,,,Kph,,,,1994,4,26,1994,4,26,3,60,,,60,,,800,1580,100000,197440,50.64840266,,2003-07-01,2023-09-25
1994-0146-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Georgia, Alabama, Kentucky, North Carolina, South Carolina",,,No,No,No,,,Kph,,,,1994,6,27,1994,6,27,2,18,300,,318,,,,,,,50.64840266,,2003-07-01,2023-09-25
1994-0149-USA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,Los Angeles,,,No,No,No,,,Km2,,,,1994,6,27,1994,6,27,,2,200,30,232,,,,,2000,3949,50.64840266,,2003-07-01,2023-09-25
1994-0152-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alberto,USA,United States of America,Northern America,Americas,"Georgia, Michigan, Florida, Alabama",,,No,No,No,,,Kph,,,,1994,7,,1994,7,,32,22,20000,,20022,,,95000,187568,250000,493599,50.64840266,,2003-07-01,2023-09-25
1994-0154-USA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,Colorado,,,No,No,No,,607,Km2,,,,1994,7,6,1994,7,6,13,,,,,,,,,,,50.64840266,,2003-07-01,2023-09-25
1994-0192-USA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"California, Montana, Iadaho, Oregon, Utah, Nevada, Washington states",,,No,No,No,,10000,Km2,,,,1994,8,6,1994,8,6,,,1200,,1200,,,,,,,50.64840266,,2003-07-01,2023-09-25
1994-0339-USA,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Denver (Colorado), Illinois",,,No,No,No,,,Kph,,,,1994,10,7,1994,10,7,,,,,,,,77000,152028,,,50.64840266,,2003-07-01,2023-09-25
1994-0361-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Houston, Galveston (Texas)",Heavy rain,Fire,No,No,No,,72990,Km2,,,"San Jacinto, Neches, Brazos, Trinity",1994,10,17,1994,10,23,37,70,14000,,14070,,,700000,1382077,700000,1382077,50.64840266,,2006-07-12,2023-09-25
1994-0510-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gordon,USA,United States of America,Northern America,Americas,,,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,1994,11,13,1994,11,18,6,,,,,,,60000,118464,500000,987198,50.64840266,,2007-05-06,2023-09-25
1994-0784-USA,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Texas, Lousiana, Arkansas, Mississippi, Alabama, Georgia, Tennessee, Kentucky, West Virginia, South Carolina, North Carolina",,,No,No,No,,,Kph,,,,1994,2,10,1994,2,12,6,,,,,,,475000,937838,,,50.64840266,,2006-07-12,2023-09-25
1995-0026-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"California, Oregon, Florida, North Carolina, Middle West",,Flood,No,No,No,,,Kph,,,,1995,1,6,1995,1,10,20,,,,,,,470000,902643,845000,1622837,52.06929869,,2006-09-17,2023-09-25
1995-0041-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"California, Washington, Oregon, Nevada, Texas",,Flood,No,No,Yes,,,Kph,,,,1995,3,8,1995,3,20,33,,,2000,2000,,,666000,1279065,2000000,3841035,52.06929869,,2006-07-12,2023-09-25
1995-0045-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Louisiana (New orleans),Heavy rains,,No,No,No,,19340,Km2,,,,1995,5,7,1995,5,13,6,,20000,,20000,,,,,3000000,5761553,52.06929869,,2006-07-11,2023-09-25
1995-0046-USA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,South Dakota,,,No,No,No,,,Km2,,,,1995,5,8,1995,5,8,,,75000,,75000,,,,,,,52.06929869,,2003-07-01,2023-09-25
1995-0073-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Texas, Los Angeles, New Mexique, Dallas, Fort Worth",,,No,No,No,,113,Kph,,,,1995,5,5,1995,5,6,18,100,,,100,,,1100000,2112569,2000000,3841035,52.06929869,,2006-01-13,2023-09-25
1995-0083-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Alabama, Colorado, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maryland, Mississippi, Missouri, Nebraska, Oklahoma, Texas, Tennessee, Virginia",,,No,No,No,,129,Kph,,,,1995,5,16,1995,5,19,5,60,,,60,,,360000,691386,3000000,5761553,52.06929869,,2006-07-12,2023-09-25
1995-0150-USA,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Missouri, Oklahoma, Ilinois, Wisconsin, Iowa, New-York, Chicago, Washington (Dc)",,,No,No,No,,,°C,,,,1995,7,14,1995,7,14,670,,,,,,,,,,,52.06929869,,2003-07-01,2023-09-25
1995-0208-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Marilyn,USA,United States of America,Northern America,Americas,,,,No,No,No,,,Kph,,,,1995,9,14,1995,9,19,8,,,,,,,875000,1680453,2100000,4033087,52.06929869,,2007-05-06,2023-09-25
1995-0245-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Opal,USA,United States of America,Northern America,Americas,"Florida, Georgia, Alabama, North Carolina",,Flood,No,No,No,,200,Kph,,,,1995,10,4,1995,10,8,19,,78000,,78000,,,2500000,4801294,3000000,5761553,52.06929869,,2006-10-11,2023-09-25
1995-0288-USA,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,USA,United States of America,Northern America,Americas,"Atlanta, Detroit, Philadelphia, Chicago, Milwaukee",,,No,No,No,,,°C,,,,1995,12,9,1995,12,9,40,,,,,,,,,,,52.06929869,,2003-07-01,2023-09-25
1995-0403-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Missourri, Kansas, Arkanasas, Los Angeles, Mississipi, Iowa, Illinois",,,No,No,No,,113,Kph,,,,1995,5,7,1995,5,7,27,,,,,,,360000,691386,,,52.06929869,,2003-07-01,2023-09-25
1995-0404-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Erin,USA,United States of America,Northern America,Americas,"Florida, Alabama, Mississipi",,Flood,No,No,No,,135,Kph,,,,1995,7,31,1995,8,6,11,,6000,,6000,,,375000,720194,700000,1344362,52.06929869,,2006-10-12,2023-09-25
1995-0481-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Wsahington, Oregon",Rain and snowmelt,,No,No,No,,111700,Km2,,,"Skagit, Snohomish, Cowlitz",1995,11,28,1995,12,10,2,,15000,,15000,,,,,100000,192052,52.06929869,,2006-07-11,2023-09-25
1995-0483-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Alaska,Heavy rain,,No,No,No,,50390,Km2,,,,1995,9,18,1995,10,16,,,300,,300,,,,,10000,19205,52.06929869,,2006-07-11,2023-09-25
1995-0488-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Mississippi, Missouri, Illinois, Kansas, Nebarska, Oklahoma",Heavy rain,,No,No,No,,472100,Km2,,,,1995,5,10,1995,6,1,3,,5000,,5000,,,,,10000,19205,52.06929869,,2006-07-11,2023-09-25
1995-0489-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"texas, Oklahoma, Kansas, Ohio, Pennsylvannia",,Flood|Hail,No,No,No,,,Kph,,,,1995,5,22,1995,5,25,3,,,,,,,50000,96026,,,52.06929869,,2006-07-12,2023-09-25
1995-0492-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"California, Oregon, washington",,Cold wave,No,No,No,,,Kph,,,,1995,12,11,1995,12,13,6,,,,,,,240000,460924,,,52.06929869,,2006-07-12,2023-09-25
1996-0015-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Nevada, Arizona, New Mexico, Texas, Arkansas, Mississippi, Missouri, Minnesota,Virginia, Maryland, Delaware, Pennsylvania, New Jersey, New York, Connecticut, Massachusetts",Snowmelt,,No,No,Yes,,136100,Km2,,,"Ohio, Delaware, Schuylkill, Susquehanna, Allegheny, Monongahela, Neversink, Conhocton, Canisteo",1996,1,15,1996,1,21,35,,200000,,200000,,,395000,737001,700000,1306078,53.59556085,,2006-07-11,2023-09-25
1996-0031-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Washington, Oregon, Idaho, Montana","Heavy rains, Snowmlet",,No,No,No,,482600,Km2,,,"Willamette, Columbia",1996,2,7,1996,2,13,7,,24900,,24900,,,80000,149266,500000,932913,53.59556085,,2006-07-11,2023-09-25
1996-0199-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Fran,USA,United States of America,Northern America,Americas,"North Carolina, South Carolina, Virginia, Maryland, West Virginia, Pennsylvania, Ohio, Washington DC",,Flood,No,No,No,,193,Kph,,,,1996,9,5,1996,9,11,39,,4000,,4000,,,1600000,2985322,3400000,6343809,53.59556085,,2006-10-11,2023-09-25
1996-0247-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Joséphine,USA,United States of America,Northern America,Americas,"Pensylvania, New York, New Jersey, Connecticut, Rhode Islands, Massachusetts, New Halpshire, Vermont, Maine",,,No,No,No,,,Kph,,,,1996,10,20,1996,10,20,,,,,,,,170000,317190,,,53.59556085,,2003-07-01,2023-09-25
1996-0274-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,Texas,,,No,No,No,,,Kph,,,,1996,11,25,1996,11,25,19,,,,,,,,,,,53.59556085,,2003-07-01,2023-09-25
1996-0295-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Washington, Oregon, Nevada, Idaho",Rain and snowmelt,Rain,No,No,No,,,Km2,,,"Chehalis, Tualatin rivers",1996,12,27,1997,1,3,28,,18100,,18100,,,,,1500000,2798739,53.59556085,,2006-07-10,2023-09-25
1996-0449-USA,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,'Blizzard 1996',USA,United States of America,Northern America,Americas,"Indiana, Ohio, Kentucky, West Virginia, North Carolina, Virginia, Maryland, Delaware, Pennsylvania, New Jersey, New York, Connecticut, Massachusetts, Vermont, New Hampshire",,,No,No,No,,,Kph,,,,1996,1,6,1996,1,6,32,,,,,,,600000,1119496,,,53.59556085,,2003-07-01,2023-09-25
1996-0450-USA,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Maryland, Pennsylvania, New Jersey, New York, Connecticut",,,No,No,No,,,Kph,,,,1996,1,12,1996,1,12,120,,,,,,,90000,167924,,,53.59556085,,2003-07-01,2023-09-25
1996-0451-USA,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Minnesota, Wisconsin, Michigan, Iowa, Nebraska, Kansas, Oklahoma, Texas, Louisiana, Arkansas, Missouri, Illinois, Indiana, Kentucky, Tennessee, Mississipi, Alabama, Florida, Georgia, S & N Carolina, Virgina, West Virginia, Maryland, Delaware, Pennsylvania, New Jersey, New York +",,,No,No,No,,,Kph,,,,1996,1,31,1996,1,31,59,,,,,,,735000,1371382,,,53.59556085,,2003-07-01,2023-09-25
1996-0452-USA,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,USA,United States of America,Northern America,Americas,"Texas, Kensas, Oklahoma",,,No,No,No,,1000,Km2,,,,1996,2,24,1996,2,24,1,50,,,50,,,,,,,53.59556085,,2003-07-01,2023-09-25
1996-0453-USA,Yes,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Arkansas, Louisiana, Mississippi, Alabama, Tannesse, Georgia",,,No,No,No,,,Kph,,,,1996,3,5,1996,3,5,6,24,,,24,,,110000,205241,,,53.59556085,,2003-07-01,2023-09-25
1996-0454-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Missouri, Iowa, Illinois, Indiana, Kentucky, Tennessee",,,No,No,No,,,Kph,,,,1996,4,19,1996,4,19,6,107,,,107,,,305000,569077,,,53.59556085,,2003-07-01,2023-09-25
1996-0455-USA,Yes,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Kansas, Missouri, Illinois, Indiana, Ohio",,,No,No,No,,146,Kph,,,,1996,4,27,1996,4,27,6,,,,,,,70000,130608,,,53.59556085,,2003-07-01,2023-09-25
1996-0494-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Western Pennsylvania,Heavy rain,,No,No,No,,53520,Km2,,,Ohio,1996,7,18,1996,7,21,2,,115,,115,,,,,20000,37317,53.59556085,,2006-07-10,2023-09-25
1997-0008-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Nevada, Idaho, California",Heavy rain,"Slide (land, mud, snow, rock)",No,No,Yes,,156700,Km2,,,"Napa, Russian, Sacramento, San JOaquin, Stanislaus, Tuolumme, Truckee",1997,1,1,1997,2,7,20,,125000,,125000,,,,,1500000,2734808,54.84845417,,2006-07-10,2023-09-25
1997-0034-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Arkansas, Ohio, Kentucky, Texas, Mississippi, Tennessee,West Virginia",,Flood,No,No,Yes,,,Kph,,,,1997,2,28,1997,3,3,70,150,3500,,3650,,,200500,365553,500000,911603,54.84845417,,2006-07-10,2023-09-25
1997-0040-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Kentucky, Ohio, Tennessee, Georgia, North Carolina, Pennsylvania, New Jersey, New York, Connecticut, Rhode Island, Maine",,,No,No,No,,,Km2,,,,1997,3,8,1997,3,8,31,,,,,,,200500,365553,500000,911603,54.84845417,,2003-07-01,2023-09-25
1997-0083-USA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Grand Forks, Fargo",Snow melt,Fire,No,No,No,,,Km2,,,,1997,4,17,1997,5,7,3,,50000,400,50400,,,225000,410221,5000000,9116027,54.84845417,,2008-04-01,2023-09-25
1997-0112-USA,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Florida",,Flood|Hail,No,No,No,,,Kph,,,,1997,5,20,1997,5,27,28,,600,,600,,,101000,184144,180000,328177,54.84845417,,2006-07-09,2023-09-25
1997-0127-USA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Montana, Idaho, Washington",,,No,No,No,,,Km2,,,,1997,6,13,1997,6,13,2,,200,,200,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-0172-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Narrow Canyon (Arizona),Heavy rain,,No,No,No,,,Km2,,,,1997,8,10,1997,8,12,11,,350,,350,,,,,,,54.84845417,,2005-10-28,2023-09-25
1997-0174-USA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,California,,,No,No,No,,56.7,Km2,,,,1997,8,9,1997,8,9,,,700,,700,,,,,2500,4558,54.84845417,,2003-07-01,2023-09-25
1997-0215-USA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,Cook County,,,No,No,No,,,Km2,,,,1997,8,21,1997,8,21,,,15000,,15000,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-0219-USA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,California,,,No,No,No,,5,Km2,,,,1997,9,14,1997,9,14,,,300,,300,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-0307-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,From Georgia to New York,,,No,No,No,,,Kph,,,,1997,12,30,1997,12,30,,30,570,,600,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-0315-USA,Yes,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"North Dakota, South Dakota, Minnesota",,,No,No,No,,,Kph,,,,1997,1,4,1997,1,4,31,,,,,,,,,2000,3646,54.84845417,,2003-07-01,2023-09-25
1997-0317-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Alabama, Tennessee",,,No,No,No,,,Kph,,,,1997,1,24,1997,1,24,1,18,,,18,,,62500,113950,,,54.84845417,,2003-07-01,2023-09-25
1997-0318-USA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"California, Nevada",,,No,No,No,,,Km2,,,,1997,1,25,1997,1,25,,,,,,,,,,245000,446685,54.84845417,,2003-07-01,2023-09-25
1997-0319-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,New York,,,No,No,No,,130,Kph,,,,1997,2,27,1997,2,27,,,,,,,,62500,113950,,,54.84845417,,2003-07-01,2023-09-25
1997-0320-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,Minnesota,,,No,No,No,,,Kph,,,,1997,3,13,1997,3,13,,,,,,,,62500,113950,,,54.84845417,,2003-07-01,2023-09-25
